"","school","sex","address","famsize","Pstatus","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","bin_Mjob_at_home","bin_Mjob_health","bin_Mjob_other","bin_Mjob_services","bin_Mjob_teacher","bin_Fjob_teacher","bin_Fjob_other","bin_Fjob_services","bin_Fjob_health","bin_Fjob_at_home","bin_reason_course","bin_reason_other","bin_reason_home","bin_reason_reputation","bin_guardian_mother","bin_guardian_father","bin_guardian_other","age","Medu","Fedu","traveltime","studytime","famrel","freetime","goout","Dalc","Walc","health","absences","failures","G2","G1","G3","result"
"245","GP","F","U","LE3","T","no","no","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",17,4,3,1,2,3,2,3,1,2,3,0,0,12,14,12,"pass"
"246","GP","M","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",17,2,2,2,2,4,5,2,1,1,1,0,0,13,12,13,"pass"
"247","GP","M","U","GT3","T","yes","yes","no","yes","yes","yes","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no",17,4,4,1,2,4,5,5,1,3,2,0,0,13,13,13,"pass"
"248","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",16,4,4,1,2,4,2,4,2,4,1,0,0,13,13,14,"pass"
"249","GP","M","U","LE3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,1,1,2,2,3,4,2,1,1,5,2,0,9,9,9,"fail"
"250","GP","M","U","GT3","T","no","no","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,3,2,2,3,5,3,3,1,3,2,0,0,12,12,12,"pass"
"251","GP","M","U","LE3","T","no","no","no","yes","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",17,2,2,1,2,4,4,2,5,5,4,0,0,16,16,16,"pass"
"252","GP","F","U","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,2,1,1,1,4,5,2,1,1,5,4,0,10,9,10,"pass"
"253","GP","F","U","GT3","A","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,4,1,1,2,5,3,3,1,2,5,0,0,13,14,13,"pass"
"254","GP","F","U","LE3","A","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,4,2,2,4,3,3,1,1,3,18,1,10,10,10,"pass"
"255","GP","F","U","LE3","T","no","yes","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,2,2,1,2,5,3,1,1,1,5,16,1,8,9,10,"pass"
"256","GP","F","U","GT3","T","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,3,3,2,1,4,1,1,1,1,3,14,1,7,8,7,"fail"
"257","GP","M","U","GT3","T","no","yes","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes",18,2,2,1,1,4,4,3,2,2,1,26,1,8,7,8,"fail"
"258","GP","M","U","GT3","T","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no",17,4,4,1,1,4,2,1,1,2,5,6,0,8,10,9,"fail"
"259","GP","F","U","GT3","T","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",17,3,2,1,2,5,4,2,1,1,3,4,0,14,14,15,"pass"
"260","GP","F","U","LE3","T","no","yes","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no",17,1,1,1,3,4,3,2,1,2,4,10,0,10,11,10,"pass"
"261","GP","F","U","GT3","T","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,1,2,1,1,5,3,5,1,2,5,4,0,11,12,11,"pass"
"262","GP","F","R","GT3","T","no","no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,2,1,3,2,2,1,1,1,1,3,2,0,13,13,13,"pass"
"263","GP","F","R","LE3","A","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",17,1,4,4,1,5,5,4,1,1,5,14,1,9,9,8,"fail"
"264","GP","M","U","GT3","T","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",18,2,2,1,2,5,5,4,3,5,2,16,0,7,8,8,"fail"
"265","GP","F","U","LE3","A","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,2,2,1,1,3,1,2,1,1,1,8,1,9,11,10,"pass"
"266","GP","F","R","LE3","T","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,1,1,2,3,4,3,3,1,3,5,4,0,14,15,15,"pass"
"267","GP","F","U","LE3","A","no","yes","no","yes","yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,4,2,1,2,4,3,2,1,1,4,4,0,14,15,14,"pass"
"268","GP","M","U","LE3","T","no","no","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,4,3,2,2,2,5,5,1,4,5,8,0,15,15,15,"pass"
"269","GP","M","R","LE3","A","no","yes","no","no","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,4,4,2,2,3,3,3,2,3,4,0,0,12,12,12,"pass"
"270","GP","M","U","LE3","T","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,4,3,1,1,5,4,5,1,1,3,7,0,14,14,15,"pass"
"271","GP","M","U","GT3","T","no","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,4,4,1,1,5,3,2,1,2,5,4,0,15,14,15,"pass"
"272","GP","F","U","GT3","T","no","yes","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,4,4,1,2,5,3,1,1,4,5,2,0,11,11,12,"pass"
"273","GP","M","R","GT3","T","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",17,1,1,2,3,4,3,3,1,1,1,2,0,14,13,15,"pass"
"274","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,3,3,2,3,4,2,2,2,3,5,10,0,11,11,11,"pass"
"275","GP","F","U","GT3","T","yes","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,1,1,1,2,4,3,2,1,1,4,10,0,9,10,10,"pass"
"276","GP","F","U","GT3","T","no","yes","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",18,2,1,2,3,4,4,4,1,1,3,10,0,10,12,11,"pass"
"277","GP","M","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,1,3,1,4,3,3,1,1,4,7,0,16,15,16,"pass"
"278","GP","F","U","GT3","T","no","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",17,1,1,1,2,4,3,4,1,2,5,4,0,10,11,11,"pass"
"279","GP","M","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",17,2,3,2,1,5,2,2,1,1,2,2,0,12,9,13,"pass"
"280","GP","M","U","GT3","T","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no",22,3,1,1,1,5,4,5,5,5,1,12,3,8,7,5,"fail"
"281","GP","M","R","LE3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,3,3,1,2,4,3,3,1,3,5,8,0,9,10,10,"pass"
"282","GP","M","U","GT3","T","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",16,0,2,1,1,4,3,2,2,4,5,0,0,12,11,11,"pass"
"283","GP","M","U","GT3","T","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,3,2,2,1,4,4,5,2,4,5,8,0,8,7,7,"fail"
"284","GP","M","U","GT3","T","yes","yes","no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes",16,3,3,3,2,5,3,3,1,3,2,4,1,11,9,10,"pass"
"285","GP","M","U","GT3","T","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no",18,2,1,1,1,3,2,5,2,5,5,4,2,8,7,6,"fail"
"286","GP","M","R","GT3","T","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,1,2,1,3,3,2,1,3,3,2,0,13,14,12,"pass"
"287","GP","M","R","GT3","T","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,1,1,1,4,4,2,2,4,5,0,0,12,12,13,"pass"
"288","GP","M","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,1,1,2,1,4,4,4,1,2,5,0,1,10,9,10,"pass"
"289","GP","F","U","LE3","A","no","yes","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,1,1,2,4,3,4,1,3,5,2,0,12,12,13,"pass"
"290","GP","F","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,4,2,1,4,4,2,3,1,1,4,2,0,15,14,17,"pass"
"291","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",19,2,2,1,2,4,3,3,1,1,5,0,0,10,10,11,"pass"
"292","GP","M","U","LE3","T","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,1,3,2,4,4,5,4,4,5,4,1,10,11,11,"pass"
"293","GP","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,4,2,1,3,4,3,4,1,3,5,2,0,12,11,14,"pass"
"294","GP","F","U","LE3","T","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no",18,1,1,1,3,4,4,3,2,3,3,4,0,12,11,14,"pass"
"295","GP","F","R","GT3","T","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,2,2,1,2,3,2,3,1,1,5,4,0,11,11,13,"pass"
"296","GP","M","U","LE3","A","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no",19,4,3,1,2,4,3,1,1,1,1,4,0,13,11,14,"pass"
"297","GP","M","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,2,1,1,2,5,2,4,1,2,4,2,0,16,16,16,"pass"
"298","GP","M","R","GT3","T","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no",17,2,2,2,1,5,2,2,1,1,4,0,0,10,9,10,"pass"
"299","GP","F","U","LE3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",17,2,2,1,4,3,4,1,1,1,2,2,0,11,10,12,"pass"
"300","GP","F","R","GT3","T","no","yes","yes","yes","yes","no","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",20,2,1,2,2,1,2,3,1,2,2,8,0,12,10,12,"pass"
"301","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",18,4,3,1,2,3,1,2,1,3,2,2,0,15,15,15,"pass"
"302","GP","M","U","GT3","T","no","yes","no","no","no","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,4,3,1,2,4,3,2,1,1,3,2,0,10,10,11,"pass"
"303","GP","M","R","GT3","T","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,3,2,1,3,5,3,2,1,1,3,2,0,11,10,12,"pass"
"304","GP","F","U","GT3","T","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,3,3,1,3,3,2,3,1,1,4,2,0,12,15,13,"pass"
"305","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",18,2,2,1,3,4,3,3,1,1,3,0,0,12,11,13,"pass"
"306","GP","M","U","GT3","T","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",17,2,2,2,1,4,4,4,2,3,4,8,0,8,8,9,"fail"
"307","GP","M","R","LE3","A","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,3,4,2,2,4,2,5,3,4,1,6,0,16,15,16,"pass"
"308","GP","M","U","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",17,3,1,1,2,5,4,4,3,4,5,0,0,11,11,14,"pass"
"309","GP","F","R","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,4,4,2,2,4,3,4,2,2,4,8,0,11,10,12,"pass"
"310","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",18,4,2,1,2,5,4,5,1,3,5,4,0,12,10,14,"pass"
"311","GP","F","R","GT3","T","no","yes","no","no","yes","no","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,2,1,2,2,4,3,5,1,2,3,12,0,9,8,10,"pass"
"312","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes",19,3,3,1,2,4,3,5,3,3,5,16,0,12,11,12,"pass"
"313","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",18,2,3,1,4,4,5,5,1,3,2,10,0,16,16,16,"pass"
"314","GP","F","U","LE3","T","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,1,1,2,2,4,4,3,1,1,3,2,0,13,13,13,"pass"
"315","GP","M","R","GT3","T","no","yes","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no",17,1,2,1,2,3,5,2,2,2,1,2,0,17,16,18,"pass"
"316","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,2,1,1,2,4,2,5,1,2,1,8,0,14,14,15,"pass"
"317","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no",17,2,4,2,2,4,3,3,1,1,1,6,0,16,15,16,"pass"
"318","GP","F","U","LE3","T","yes","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,2,2,2,4,4,4,2,3,5,6,0,12,12,12,"pass"
"319","GP","F","R","GT3","A","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",18,3,2,2,2,4,1,1,1,1,5,15,0,9,12,10,"pass"
"320","GP","M","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no",18,4,4,2,1,3,2,4,1,4,3,6,0,12,11,12,"pass"
"321","GP","F","U","GT3","T","yes","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no",18,4,4,1,2,2,4,4,1,1,4,2,1,12,14,13,"pass"
"322","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",17,2,2,3,3,4,2,3,1,1,1,8,0,15,13,15,"pass"
"323","GP","F","R","GT3","T","yes","yes","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",19,3,2,1,2,3,3,3,4,3,3,0,1,8,9,10,"pass"
"324","GP","M","U","LE3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,4,3,2,1,4,2,3,1,2,1,0,0,10,10,10,"pass"
"325","GP","M","U","GT3","T","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",18,1,2,2,1,3,4,4,2,4,4,10,0,10,10,11,"pass"
"326","GP","M","U","LE3","A","no","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,4,1,2,1,4,5,4,2,4,5,22,0,11,11,10,"pass"
"327","GP","M","U","LE3","A","no","no","no","no","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no",17,3,2,1,1,4,4,4,3,4,3,18,0,13,13,13,"pass"
"328","GP","F","R","LE3","T","no","yes","no","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,1,1,2,4,5,2,2,1,1,3,2,0,17,17,18,"pass"
"329","GP","F","U","GT3","T","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,1,1,2,2,5,4,4,1,1,4,0,0,13,12,13,"pass"
"330","GP","F","U","GT3","T","no","yes","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,2,1,2,5,4,5,1,2,5,12,0,12,12,14,"pass"
"331","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,2,1,2,2,4,3,1,1,1,5,10,0,13,12,14,"pass"
"332","GP","M","U","GT3","T","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",17,1,1,1,2,4,3,3,1,2,4,0,0,12,12,12,"pass"
"333","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no",18,2,2,1,3,4,3,3,1,2,2,0,0,18,18,18,"pass"
"334","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",17,1,1,1,3,4,3,3,1,1,3,0,0,13,13,14,"pass"
"335","GP","M","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",18,2,1,1,3,4,2,4,1,3,2,0,0,15,14,15,"pass"
"336","GP","M","U","LE3","A","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no",18,4,4,1,2,5,4,3,1,1,2,0,0,17,17,17,"pass"
"337","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,4,2,1,2,4,3,2,1,4,5,2,0,16,15,16,"pass"
"338","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,4,3,1,3,4,2,2,1,2,3,0,0,18,17,18,"pass"
"339","GP","F","R","LE3","T","no","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,3,1,2,4,3,1,2,1,1,3,0,0,19,18,19,"pass"
"340","GP","M","R","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,3,2,2,3,5,4,2,1,1,4,0,0,15,14,15,"pass"
"341","GP","M","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,3,3,1,1,4,4,3,1,3,5,0,0,15,14,15,"pass"
"342","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes",19,4,4,2,2,2,3,4,2,3,2,2,0,13,14,13,"pass"
"343","GP","F","U","LE3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",18,4,3,2,2,4,4,5,1,2,2,0,0,14,13,14,"pass"
"344","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",18,4,3,1,4,4,3,3,1,1,3,0,0,17,16,17,"pass"
"345","GP","M","U","LE3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","yes","no","no",18,4,4,1,1,1,4,2,2,2,1,0,0,18,18,17,"pass"
"346","GP","F","U","LE3","A","no","yes","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,4,4,1,2,4,2,4,1,1,4,0,0,15,14,15,"pass"
"347","GP","M","U","LE3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",17,4,4,2,1,4,1,1,2,2,5,0,0,13,12,13,"pass"
"348","GP","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,4,4,2,3,5,3,4,1,1,5,0,0,7,7,8,"fail"
"349","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,4,2,2,3,4,3,3,1,1,3,0,0,16,16,16,"pass"
"350","GP","F","U","GT3","T","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no",17,3,2,1,4,5,2,2,1,2,5,0,0,18,18,18,"pass"
"351","GP","M","R","LE3","T","no","no","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",19,2,1,2,3,4,3,1,1,1,5,0,1,10,9,11,"pass"
"352","GP","M","U","GT3","A","no","no","no","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",20,3,2,1,1,5,5,3,1,1,5,0,2,15,14,15,"pass"
"353","GP","M","R","GT3","T","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",19,3,3,1,2,4,5,3,1,2,5,0,0,10,10,11,"pass"
"354","GP","F","U","GT3","T","yes","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no",18,1,4,1,2,3,4,4,1,2,5,2,0,10,10,11,"pass"
"355","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,1,2,2,5,3,3,1,2,1,2,0,12,12,15,"pass"
"356","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",17,2,3,2,2,4,2,1,1,1,3,2,0,12,11,14,"pass"
"357","GP","F","R","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no",17,4,4,1,1,4,4,4,1,1,5,2,0,16,15,17,"pass"
"358","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,4,3,1,3,4,3,4,1,1,5,2,0,15,14,17,"pass"
"359","GP","F","U","LE3","T","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,4,3,2,1,3,2,4,1,4,1,8,0,12,12,15,"pass"
"360","GP","F","R","GT3","T","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",17,3,4,1,3,4,3,4,2,5,5,2,0,15,15,17,"pass"
"361","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",18,3,3,1,2,4,1,4,1,1,3,8,0,12,11,14,"pass"
"362","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",19,4,2,2,2,5,4,4,1,1,1,9,0,10,11,10,"pass"
"363","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,4,4,1,2,4,4,4,3,3,5,0,0,11,12,13,"pass"
"364","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,3,4,1,1,5,4,4,1,1,1,4,0,12,11,14,"pass"
"365","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no",17,4,4,1,1,5,3,4,1,2,5,2,0,15,14,17,"pass"
"366","GP","F","U","GT3","A","no","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,4,3,1,2,5,2,2,1,2,5,14,0,14,15,17,"pass"
"367","GP","F","U","LE3","A","yes","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,3,3,1,2,5,3,3,1,1,5,0,0,12,12,13,"pass"
