school,sex,address,famsize,Pstatus,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,bin_Mjob_at_home,bin_Mjob_health,bin_Mjob_other,bin_Mjob_services,bin_Mjob_teacher,bin_Fjob_teacher,bin_Fjob_other,bin_Fjob_services,bin_Fjob_health,bin_Fjob_at_home,bin_reason_course,bin_reason_other,bin_reason_home,bin_reason_reputation,bin_guardian_mother,bin_guardian_father,bin_guardian_other,age,Medu,Fedu,traveltime,studytime,famrel,freetime,goout,Dalc,Walc,health,absences,failures,G2,G1,G3,result
1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,1,2,1,2,4,5,2,2,2,4,3,1,11,13,11,pass
1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,19,3,2,2,2,4,2,2,1,2,1,22,1,10,13,11,pass
1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,19,1,1,1,3,4,1,2,1,1,3,14,2,13,15,13,pass
1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,19,2,3,1,3,4,1,2,1,1,3,40,1,11,13,11,pass
1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,4,3,1,3,4,3,4,1,1,5,9,0,10,9,9,fail
1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17,3,4,1,3,4,3,4,2,5,5,0,0,11,11,10,pass
1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,18,4,4,1,2,4,4,4,3,3,5,2,0,11,11,11,pass
1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,17,4,3,1,2,5,2,2,1,2,5,23,0,13,13,13,pass
1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17,2,2,1,2,4,2,2,1,1,3,12,0,9,11,9,fail
1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,17,2,2,1,3,3,3,2,2,2,3,3,0,11,11,11,pass
1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,17,3,1,1,3,3,4,3,2,3,5,1,0,14,12,15,pass
1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,17,0,2,2,3,3,3,3,2,3,2,0,0,15,16,15,pass
1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,4,4,1,3,4,3,3,2,2,3,3,0,12,9,11,pass
1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17,3,3,1,1,4,3,5,3,5,5,3,0,15,14,16,pass
1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,17,2,2,4,1,4,4,5,5,5,4,8,0,10,11,10,pass
1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,17,4,4,1,3,5,4,4,1,3,4,7,0,9,10,9,fail
1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,17,4,4,2,3,4,3,3,1,2,4,4,0,14,14,14,pass
1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,2,2,1,4,4,5,5,2,4,5,2,0,8,9,8,fail
1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,17,2,4,1,3,4,4,3,1,1,5,7,0,14,12,14,pass
1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,17,3,4,1,3,4,4,5,1,3,5,16,0,15,16,15,pass
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,19,3,1,1,3,5,4,3,1,2,5,12,1,13,14,13,pass
1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,18,3,3,1,4,5,3,3,1,1,1,7,0,15,16,17,pass
1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17,3,2,1,2,4,3,3,2,3,2,4,0,10,9,10,pass
1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,19,2,1,1,3,4,3,4,1,3,3,4,1,12,11,11,pass
1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,18,3,4,1,2,4,3,3,1,3,5,11,0,15,16,15,pass
1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,2,3,1,3,4,3,3,1,2,3,4,0,10,11,10,pass
1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18,3,2,1,3,5,4,3,2,3,1,7,0,13,13,14,pass
1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,18,4,3,1,3,5,3,2,1,2,4,9,0,15,16,16,pass
1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,18,4,3,1,3,5,4,5,2,3,5,0,0,10,10,9,fail
1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,17,4,3,1,3,4,4,3,1,3,4,0,0,15,13,15,pass
0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,3,2,2,1,2,5,5,5,5,5,10,1,13,11,13,pass
0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,19,1,1,3,2,5,4,4,3,3,2,8,3,7,8,8,fail
0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17,3,3,2,2,4,5,4,2,3,3,2,0,13,13,13,pass
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,18,1,3,1,1,4,3,3,2,3,3,7,1,7,8,8,fail
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,19,1,1,3,1,4,4,4,3,3,5,4,1,8,8,8,fail
0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,17,4,3,2,2,4,5,5,1,3,2,4,0,11,13,11,pass
0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,18,3,3,1,2,5,3,4,1,1,5,0,0,9,10,9,fail
0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,17,4,4,2,2,4,3,3,1,2,5,4,0,13,12,13,pass
0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,17,3,2,2,2,1,2,3,1,2,5,2,0,12,12,11,pass
0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,18,1,1,2,1,3,3,2,1,2,3,4,0,10,10,10,pass
0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18,1,1,2,3,5,3,2,1,1,4,0,0,16,18,16,pass
0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,1,4,3,2,4,3,4,1,4,5,0,0,13,13,13,pass
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,18,1,1,2,2,4,4,3,2,3,5,2,1,12,13,12,pass
0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,18,3,3,2,2,4,3,2,1,3,3,0,0,11,11,10,pass
0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,17,4,4,1,2,2,3,4,1,1,1,0,0,15,16,15,pass
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17,1,2,2,2,3,2,2,1,2,3,0,0,11,12,12,pass
0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,1,3,2,2,3,3,4,2,4,3,4,0,10,10,10,pass
0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18,4,4,2,3,4,2,2,2,2,5,0,0,13,13,13,pass
0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18,2,3,2,1,5,2,3,1,2,4,0,0,10,11,10,pass
0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18,4,4,3,2,3,2,2,4,2,5,10,0,12,14,11,pass
0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,19,3,2,2,2,3,2,2,1,1,3,4,2,7,7,9,fail
0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18,1,2,3,1,4,3,3,2,3,3,3,0,12,14,12,pass
0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,17,2,2,1,3,3,4,3,1,1,3,8,0,11,13,11,pass
0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17,1,2,1,1,3,5,5,1,3,1,14,0,5,6,5,fail
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,18,4,4,2,3,5,4,4,1,1,1,0,0,18,19,19,pass
0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,18,1,1,4,3,4,3,2,1,2,4,2,0,8,8,10,pass
0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,20,4,2,2,3,5,4,3,1,1,3,4,2,14,15,15,pass
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,18,4,4,1,2,5,4,3,3,4,2,4,0,9,8,10,pass
0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,18,3,3,1,2,4,1,3,1,2,1,0,0,15,15,15,pass
0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,17,3,1,1,2,4,5,4,2,3,1,17,0,10,10,10,pass
0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,18,4,4,1,2,3,2,4,1,4,2,4,0,14,15,14,pass
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,18,2,1,2,1,4,4,3,1,3,5,5,0,6,7,7,fail
0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,17,2,3,2,2,4,4,3,1,1,3,2,0,11,11,10,pass
0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,18,4,2,2,1,5,4,3,4,3,3,14,1,5,6,5,fail
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,18,2,2,2,3,5,3,3,1,3,4,2,0,9,10,10,pass
0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,18,4,4,3,1,4,4,3,2,2,5,7,0,5,6,6,fail
0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,18,3,1,1,2,4,3,4,1,1,1,0,0,9,7,8,fail
0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,20,2,2,1,2,5,5,4,4,5,4,11,2,9,9,9,fail
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,17,3,1,2,1,2,4,5,3,4,2,3,0,16,14,16,pass
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,21,1,1,1,1,5,5,3,3,3,3,3,3,8,10,7,fail
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,18,3,2,3,1,4,4,1,3,4,5,0,0,12,11,10,pass
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,19,1,1,1,1,3,2,3,3,3,5,5,0,9,8,9,fail
